rank,owner_address,owner_type,ownership_sources,non_custodial_direct_cpal,non_custodial_direct_cpal_raw,attributed_backstop_cpal_equivalent,attributed_backstop_cpal_equivalent_raw,unattributed_backstop_custody_cpal,unattributed_backstop_custody_cpal_raw,flattened_total_cpal,flattened_total_cpal_raw,share_of_total_supply_percent_12dp,backstop_pool_count,backstop_pool_names,backstop_pool_addresses
295,GC2MYUXTFAINLGN3OSBLMKXIU4NH5GVSFYOVHSZMMZHQSILM7GFND633,account,direct+backstop_attributed,62.2881625,622881625,3.2205460,32205460,0.0000000,0,65.5087085,655087085,0.000448380770,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
296,GBIWJGAOSFC4KUPHXM573TKTWHMI7VW7D4GCHYZYH243Q6HVBV7ORBIT,account,backstop_attributed,0.0000000,0,64.4116792,644116792,0.0000000,0,64.4116792,644116792,0.000440872046,1,Orbit,CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC
297,GCJ2VBYRO4BO3BHCGN7EMSTKBLQXMUTS67PFHUJBZOCCQGLOQN5XFKOG,account,direct,64.0336727,640336727,0.0000000,0,0.0000000,0,64.0336727,640336727,0.000438284743,0,,
298,GCN6YFU6BHTXX3FQJRLRQSQEKIILFK5LYIWOKBRL5T3ZAUXKSSQTEWG4,account,direct+backstop_attributed,62.0008757,620008757,0.0073051,73051,0.0000000,0,62.0081808,620081808,0.000424421065,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
299,GAB7GE4TLBAMTKZLJVFCXMN5QMAPQERYJODI4TXUBA52MAV3DYJALBYH,account,direct,59.0979779,590979779,0.0000000,0,0.0000000,0,59.0979779,590979779,0.000404501897,0,,
300,GB5RVWUKPWZJXFLHWVXOHZCVEK7SCKNGSJI22KBVMSPD2JXZB3PDPLMV,account,backstop_attributed,0.0000000,0,51.6388120,516388120,0.0000000,0,51.6388120,516388120,0.000353446905,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
301,GA2QOH2JFQJ3RLZGBPU2URAZ4RS4B2IX4SCZ47NBJGAKD6HQWHQDA4EK,account,direct,50.9594466,509594466,0.0000000,0,0.0000000,0,50.9594466,509594466,0.000348796922,0,,
302,GDE2FP2TUF4CWIK7IT3LJOLLOHS47QAT4XJAXH6WCZG2GKWTSG4YBBQQ,account,direct,50.3115472,503115472,0.0000000,0,0.0000000,0,50.3115472,503115472,0.000344362311,0,,
303,GAIL3QR4PFQBIGOA2WNTIXFM3N3G72F37UUV66YPKKCLMH3YETOSFHEF,account,direct+backstop_attributed,12.9478367,129478367,36.1787431,361787431,0.0000000,0,49.1265798,491265798,0.000336251686,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
304,GDMY4247UFHZMP7SFQXZ5CBHOJMDVZQE3ENJM7JF7ZR4DQ2TWIPKZU3E,account,backstop_attributed,0.0000000,0,41.0877152,410877152,0.0000000,0,41.0877152,410877152,0.000281228890,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
305,GDVEAFWLJYQPNNMHQ27FNW5GYHJOSXUSFQDNZU62AGTE2Q5F4V5QSGNW,account,backstop_attributed,0.0000000,0,38.7139751,387139751,0.0000000,0,38.7139751,387139751,0.000264981593,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
306,GD77UUOP4FS2W45T5N6T6CSPXZ2TCJR4FZTAT4ONKXQSEB53RQNTAK7L,account,backstop_attributed,0.0000000,0,37.8426031,378426031,0.0000000,0,37.8426031,378426031,0.000259017402,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
307,GC2MO4TGDG5OVLVFTIKIXCYOYL6POXGX2WTFIZERE4NSJCKRI4LKFMTU,account,backstop_attributed,0.0000000,0,36.7830708,367830708,0.0000000,0,36.7830708,367830708,0.000251765330,2,Fixed|Forex,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF
308,GAMDHCU2ELAY6JHQEDNU4WIBOF276QJUT5UQJRFXGV4LMTYGDK762UNY,account,direct+backstop_attributed,34.3372111,343372111,2.3496186,23496186,0.0000000,0,36.6868297,366868297,0.000251106598,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
309,GC6GXKD7GGEOO65F2D2DEUS7RZ4O6ZLCVIIRK2DOWXDHVX2DB6GGD3YT,account,backstop_attributed,0.0000000,0,36.6799865,366799865,0.0000000,0,36.6799865,366799865,0.000251059759,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
310,GBVKY7STOBL4QQUMHLNN7UYILRC56KI6KO6SLK56B4CT5EFDZRECF7N4,account,backstop_attributed,0.0000000,0,35.9979418,359979418,0.0000000,0,35.9979418,359979418,0.000246391437,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
311,GDAWX4KV5EQLP5W44HE5AA5QN5QRBJOVQIAI5OXOH5FW2ENT5PXN33DE,account,backstop_attributed,0.0000000,0,35.7176329,357176329,0.0000000,0,35.7176329,357176329,0.000244472836,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
312,GC5SD2MCVCWPB4AF26ZJIR367XOIVV3JIMY2EZPHKEJGEUEX5XSMXWZA,account,direct+backstop_attributed,10.1089175,101089175,25.2676137,252676137,0.0000000,0,35.3765312,353765312,0.000242138132,4,Etherfuse|Fixed|Forex|YieldBlox,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI|CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
313,GCAX4BW7CWKNVFDUSI2L4WWY6AUCCWCE54PRWGXGJ7VRLBS5X7MBMDDY,account,backstop_attributed,0.0000000,0,33.0354034,330354034,0.0000000,0,33.0354034,330354034,0.000226114053,1,Orbit,CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC
314,GBNK7X6QDURCS2GX5QBXEU6HXPYGOYKQ6ZCKCMNP4ZQIKRS72LAZ73NG,account,backstop_attributed,0.0000000,0,30.6900640,306900640,0.0000000,0,30.6900640,306900640,0.000210061148,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
315,GBFZWIDB5KHOOTFAECPNWKTHMUBWFAGNZR5REAABFGINIMDYPAUL4J5A,account,direct+backstop_attributed,30.6104502,306104502,0.0036516,36516,0.0000000,0,30.6141018,306141018,0.000209541217,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
316,GBMAGI4SSIPO2NYCQHHJBSLZ52G3UDN6WKV5VZAJ35POA2NG3YDPHVPV,account,backstop_attributed,0.0000000,0,29.8610588,298610588,0.0000000,0,29.8610588,298610588,0.000204386941,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
317,GBAW37WLN2JC7H3GGHSQNPKHTISMI67QF3XZIEJZQDKCPJB6JZJ2TRXL,account,backstop_attributed,0.0000000,0,29.8591776,298591776,0.0000000,0,29.8591776,298591776,0.000204374065,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
318,GARMUNCNK5NCHAD64NV2VLJQ3GJN2TJFRJ6ZN7LKD4O2C5DSPCB577QL,account,backstop_attributed,0.0000000,0,29.1192857,291192857,0.0000000,0,29.1192857,291192857,0.000199309802,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
319,GAL3ZPH55E3YLEBZYVIMRGMA2ZUQHO3BD3UT47YKJHEE2KVIED24STHX,account,backstop_attributed,0.0000000,0,28.8537281,288537281,0.0000000,0,28.8537281,288537281,0.000197492167,1,Forex,CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF
320,GBLGNDADF3GTNTAKRESO5LKQDLPCOQ7OVU7DY26JAXYFWBXEYVKY2NFB,account,backstop_attributed,0.0000000,0,27.4659806,274659806,0.0000000,0,27.4659806,274659806,0.000187993593,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
321,GBKGOMGNT7RVOFBZVKAZA2WSDOWGCY3Q2D46B3PKYZP3PDFO72RSUQKV,account,direct,25.7734014,257734014,0.0000000,0,0.0000000,0,25.7734014,257734014,0.000176408569,0,,
322,GCPN3LQOCEA6J7JV24E4FFL4BJTCWMZQQTABL2KWVJWCNEGONVWTUBAK,account,backstop_attributed,0.0000000,0,25.3982326,253982326,0.0000000,0,25.3982326,253982326,0.000173840690,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
323,GARC3K7FGW255GY5WG4AU2B7VFA46KC6TZTRGDZ4P23235SV5DHSTXEE,account,backstop_attributed,0.0000000,0,25.0077287,250077287,0.0000000,0,25.0077287,250077287,0.000171167848,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
324,GBHIPC7OBNOUK2PUDWRCYIGWGURRU6QKZL7VE2JXGHFIHVSGO3P2677E,account,direct,23.0846193,230846193,0.0000000,0,0.0000000,0,23.0846193,230846193,0.000158004937,0,,
325,GBVNOTDHHV7IO7HLEYVYMU257QFHVXXCGN7GIDE55ZBP5C4TBOIXVCD3,account,direct+backstop_attributed,1.6345712,16345712,20.4254179,204254179,0.0000000,0,22.0599891,220599891,0.000150991755,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
326,GC5GPYX65P76HSV2XZ5KCXSS5KTZWF6OP2UFLOIM3GVVQIWSBU6IIL6G,account,backstop_attributed,0.0000000,0,20.9059222,209059222,0.0000000,0,20.9059222,209059222,0.000143092631,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
327,CAYQOYGV7US2CTOCG54LEMG76OJIDMEI3HL6HOXWCKGEA7WHZRCVCW46,contract,direct,20.6184113,206184113,0.0000000,0,0.0000000,0,20.6184113,206184113,0.000141124735,0,,
328,GDZ5HDZP5LHHTF7QNNIZV55SCVKRSZS6UXGBRISF4CY5QUX7FMQ3ABNU,account,backstop_attributed,0.0000000,0,19.3596504,193596504,0.0000000,0,19.3596504,193596504,0.000132509023,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
329,GCUH77U4SI4A7F3UYPVSYEW64XNOXZ7V7YKNKTNCXBCOJPTL6HTUU4R6,account,direct,18.1552563,181552563,0.0000000,0,0.0000000,0,18.1552563,181552563,0.000124265429,0,,
330,GDG5V6LVXEMDITWFFYSSSUVLTEGIDHCAO6VL36JBD7ENKC7GQXKRBRBA,account,direct,18.1429041,181429041,0.0000000,0,0.0000000,0,18.1429041,181429041,0.000124180883,0,,
331,GB7CDJLKB7EO76UBQN6BVGMLVKRIF3NKMP6AXITRI52RAMAKMOAKXIKR,account,direct,16.4489186,164489186,0.0000000,0,0.0000000,0,16.4489186,164489186,0.000112586234,0,,
332,GAIRK3MP4IO6LZ4PIEKXAKYFGDI46ALSC5OL7AAURYSWCWKNTGOWHLHA,account,backstop_attributed,0.0000000,0,16.3132485,163132485,0.0000000,0,16.3132485,163132485,0.000111657626,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
333,GCMWO3XGISQJVGXACC4QN6I6G6MWAM4KV6G4NWCKOG3FO6ETMLSNQEXZ,account,direct,16.2846016,162846016,0.0000000,0,0.0000000,0,16.2846016,162846016,0.000111461550,0,,
334,GCDCYPJO2JTE4SJMKUTKZD4YGBWDOMKGKMWAXN4WLRHFAU6KV4NIEK5R,account,backstop_attributed,0.0000000,0,16.2617501,162617501,0.0000000,0,16.2617501,162617501,0.000111305141,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
335,GAPNT32774YFGFMSKQG3XYO5GSPEG33TSRQUNR42QQ52R2MEWSBZJK5S,account,direct+backstop_attributed,5.0000000,50000000,9.1075973,91075973,0.0000000,0,14.1075973,141075973,0.000096560831,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
336,GDOPYPHE2G7CSHXC4BQGMWQPHPS7KNGCKEQY2MJSWMFKGBXJ6I2A3OVP,account,direct,13.9706805,139706805,0.0000000,0,0.0000000,0,13.9706805,139706805,0.000095623690,0,,
337,GD7NB2UZNV6CX5NHIONUMI65JFZBQO57QR7O44KY6G7QOMMQMMRRWVKY,account,backstop_attributed,0.0000000,0,13.2550588,132550588,0.0000000,0,13.2550588,132550588,0.000090725548,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
338,GACMBVFG56MWHDW7FRWA6MYIVKQ77SUT3C4J24MI5UBBKVU2RAD2DFE2,account,direct+backstop_attributed,12.7907618,127907618,0.0015258,15258,0.0000000,0,12.7922876,127922876,0.000087558065,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
339,GBQPDBTU6Z6COF3AYFJNH3PWGN2I6T2LT6BN2W362IBVICJCCACIFEJ6,account,direct,12.7799874,127799874,0.0000000,0,0.0000000,0,12.7799874,127799874,0.000087473875,0,,
340,GA4XJAJ3P7NQTLYRMG2SOF7UPEVRNAVFRQ2PIXPGR7YG54MMS2RTELLW,account,backstop_attributed,0.0000000,0,10.6330543,106330543,0.0000000,0,10.6330543,106330543,0.000072778981,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
341,GCKEHPAZCAIERF775J6O4U3HUWIT2FVFODQECWIXEZQJ2QQX63AHTZ2Q,account,direct,10.5464282,105464282,0.0000000,0,0.0000000,0,10.5464282,105464282,0.000072186060,0,,
342,GBZFLQIAXSHWIDBWPHOMAPLKBSFK35X67ME62A4IRYKATG32PMV7SAJE,account,direct+backstop_attributed,1.0612285,10612285,8.9730049,89730049,0.0000000,0,10.0342334,100342334,0.000068680293,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
343,GAUNKDDDNBYWEXFGB5UOSRIDNEBON6ROZOCW6WFY7FOR3PJGGNQFO6PJ,account,direct+backstop_attributed,9.4449078,94449078,0.0011267,11267,0.0000000,0,9.4460345,94460345,0.000064654308,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
344,GDZZR6UBK5TWJ5AXFX74N442RLEAEERYUSP7JHMXAHUAMGEGZSC3ZAVT,account,direct+backstop_attributed,8.5356793,85356793,0.0010182,10182,0.0000000,0,8.5366975,85366975,0.000058430262,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
345,GDNK74PMBZ2KML2E3OILXBRANUATP33Z3EPLSZBUXP6MET7OVOBL34SB,account,direct+backstop_attributed,0.0000001,1,8.4242894,84242894,0.0000000,0,8.4242895,84242895,0.000057660874,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
346,GBO3GNS272BFQIOB4FF3SWWOFXFG7AX63LO2XAVLACVDUQKV4WCINT5V,account,direct,8.3508741,83508741,0.0000000,0,0.0000000,0,8.3508741,83508741,0.000057158375,0,,
347,GDXQE2Z6FEO2XSLAT4EDU5NWDZTEGETBIPYDJJ4CHH6KSY2H7732BZF2,account,direct+backstop_attributed,8.2650260,82650260,0.0009655,9655,0.0000000,0,8.2659915,82659915,0.000056577388,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
348,GC5GFG6TBKBCTREVD3IVOJINGU4XTOQLAHLC3WXKRGDTQKE523TA464L,account,backstop_attributed,0.0000000,0,8.0333477,80333477,0.0000000,0,8.0333477,80333477,0.000054985035,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
349,GCVEU5APZO3N4FR6GPDZDXDYZS74OVXDSPI42DQ2G35CF7MG5ZWTSCIO,account,direct,7.5962274,75962274,0.0000000,0,0.0000000,0,7.5962274,75962274,0.000051993122,0,,
350,GDIQAR3SGCJZ5OF76B4AN5AJY7V2ZJJZC6OHSTTNQY77L3FTSKBTGU7Y,account,direct+backstop_attributed,4.5174109,45174109,2.9522547,29522547,0.0000000,0,7.4696656,74696656,0.000051126857,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
351,GDZUYUDTAHZBE24RAOZOGQ52YHVPP6676USWSYC5ITFJ5WFGJQH3J3WP,account,direct,6.7755436,67755436,0.0000000,0,0.0000000,0,6.7755436,67755436,0.000046375871,0,,
352,GCNLDOJWI2TV27SPVFJMUVMVOH5SUGEIYMFEQLGRCSTHHQQJS4XI67UM,account,direct,6.7020471,67020471,0.0000000,0,0.0000000,0,6.7020471,67020471,0.000045872817,0,,
353,GD5KSHS7AGCE7QHDSCNX253N2UMNKEP5KFUDYUIY3FIZI67JM4DSJ2HD,account,direct,6.4763946,64763946,0.0000000,0,0.0000000,0,6.4763946,64763946,0.000044328317,0,,
354,GDHUFCJ7ZRFNB2S6WUCKJXEREA54YVO7XN5AR655XYXUTY3QWMJMMULJ,account,direct+backstop_attributed,6.4721783,64721783,0.0007720,7720,0.0000000,0,6.4729503,64729503,0.000044304742,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
355,GDXLRWGGA6C6OYWUOD2US2AR7QBQKDHSQUKHICDII3DH2FDIOEXFERAQ,account,backstop_attributed,0.0000000,0,6.3823429,63823429,0.0000000,0,6.3823429,63823429,0.000043684571,1,Orbit,CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC
356,GB4J33ZNH63VYRZUOAJCJIEV5LDEFOD2V3ZM62ZKK5IRCA3BBIDEREFH,account,backstop_attributed,0.0000000,0,5.2373894,52373894,0.0000000,0,5.2373894,52373894,0.000035847824,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
357,GAJO3OT3EOEHYNJM2R74UFO4NV4IPVFVTYCYEVNTUZOMTXON7A75YORE,account,direct+backstop_attributed,3.6447875,36447875,1.3741048,13741048,0.0000000,0,5.0188923,50188923,0.000034352299,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
358,GDTIW2XS2T3UHGGVCBEEMJSQUB2IRGLBF6PO5T7A3NSF3WOMHAVD7FNM,account,direct,5.0000000,50000000,0.0000000,0,0.0000000,0,5.0000000,50000000,0.000034222989,0,,
359,GCU7SJW42RVRSDZ63KM5KGDBXRLSL74KXVG6PS2VPJBTUYR6EY2CJHGQ,account,direct,4.4103683,44103683,0.0000000,0,0.0000000,0,4.4103683,44103683,0.000030187197,0,,
360,GDSSLBC66CZI7DZLAUNYVCADBYYSKHJDE3APJCI4SRDM3TYS2LHQFNYF,account,direct,3.9093268,39093268,0.0000000,0,0.0000000,0,3.9093268,39093268,0.000026757770,0,,
361,GDDT5F35W42ELATI4S3H6R4BATKSY3HFTLPN2WULTHZ3XUZIWSGU2J2G,account,direct,3.8954518,38954518,0.0000000,0,0.0000000,0,3.8954518,38954518,0.000026662801,0,,
362,GAYKKYTEHCRRLXLYQXDPTLWG2UEPUNR6WVHJTUGTWZ7MNMJ3U35SFDXU,account,backstop_attributed,0.0000000,0,3.6527313,36527313,0.0000000,0,3.6527313,36527313,0.000025001477,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
363,GALQD6OACZMX3HVVWGMKPCA6ITVFVTXDANSKU67KSGWOYWXCAWWCCLVW,account,backstop_attributed,0.0000000,0,3.2974459,32974459,0.0000000,0,3.2974459,32974459,0.000022569691,1,Forex,CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF
364,GBO7FPUTO6GSNS6C5A7CK374XMK7JL2GTUXNRU4MNJ72LWBOIB6WGTW2,account,direct+backstop_attributed,2.9617409,29617409,0.0003533,3533,0.0000000,0,2.9620942,29620942,0.000020274343,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
365,GB3AVQH3J3YBBWQSSNGFUWHYB3SS5JNEMDV3SGOEEDSRGP6C2XSFHO4B,account,direct+backstop_attributed,1.6115997,16115997,1.2308823,12308823,0.0000000,0,2.8424820,28424820,0.000019455646,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
366,GAZN4BIQPNPPS2PW2NKAWW6K37RLRV47BWTLJACRZXQJ4DVBA3IFQMRY,account,direct+backstop_attributed,0.2832097,2832097,2.4995740,24995740,0.0000000,0,2.7827837,27827837,0.000019047035,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
367,GA2QPTLERXGGQOI23NVTWMZ6FDVXTCNXHBWAHSANZ6X2YMXFLZKPD5Y4,account,direct,2.5648162,25648162,0.0000000,0,0.0000000,0,2.5648162,25648162,0.000017555135,0,,
368,GCHLFJVEUGN45I27NXWXOMV7B4ZXGPJMUUEUBA7O43IG6KEEDHAGPN4T,account,direct,2.4121622,24121622,0.0000000,0,0.0000000,0,2.4121622,24121622,0.000016510280,0,,
369,GCL3CVQZFUW3TFVTWS7VYO5XXIAUCRF36KOCIHHL75IX4J3YREZCEUNY,account,direct,2.3220677,23220677,0.0000000,0,0.0000000,0,2.3220677,23220677,0.000015893619,0,,
370,GBKC7PDKWKZ3ETQ2L76IF6HOWTI5ITFD2PEYHOYG3M4YHJ6PSW3N2CPT,account,backstop_attributed,0.0000000,0,1.8842663,18842663,0.0000000,0,1.8842663,18842663,0.000012897045,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
371,GDHVGOZF6WT7CDM5EREDZ7R5CBTQRFQMFSJPMAOWMANIVXXDF3ENNIMR,account,direct,1.7859118,17859118,0.0000000,0,0.0000000,0,1.7859118,17859118,0.000012223848,0,,
372,GCLORRKHQDUHD6V7CBWLLMCHCSPHFMCKUXQGTIKYWLIOPJUKWUGU6Z3V,account,direct,1.7228641,17228641,0.0000000,0,0.0000000,0,1.7228641,17228641,0.000011792312,0,,
373,GDWVSSISOKIMKCQKUBRY6QXGLMII2YKWFTZIH4HQRK6LMEOZUAYZGJW4,account,direct,1.6838772,16838772,0.0000000,0,0.0000000,0,1.6838772,16838772,0.000011525462,0,,
374,GAETN3MSNJDPK62CJ6JVOUNOD63RJN3HWHVLZLJMQXN7RJEMZPJ3SZ6X,account,backstop_attributed,0.0000000,0,1.6715799,16715799,0.0000000,0,1.6715799,16715799,0.000011441292,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
375,GBPV6BQZXPXM2TNSS7QDASSDUU6PVJFCHCIE2E5L7H4EKKIBNAOIZF3H,account,backstop_attributed,0.0000000,0,1.5839971,15839971,0.0000000,0,1.5839971,15839971,0.000010841823,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
376,GDMTKGOWC3Y43P2EU75AULPOKCQGZEIGB6OR6YPHK7NTDHPHQ2I7HEKW,account,direct,1.5630382,15630382,0.0000000,0,0.0000000,0,1.5630382,15630382,0.000010698368,0,,
377,GCJ45ZYIXVRXI6OYHOD2OX766CNCTC5QTLREXIHRV6KOGIDKL33FLZQF,account,direct+backstop_attributed,0.1485536,1485536,1.3803185,13803185,0.0000000,0,1.5288721,15288721,0.000010464514,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
378,GAIEN22P6OOMJJQKHJKVMLHGJXSOCDZDUTMMABOWDDXU2X2Y5DCKZTXF,account,direct+backstop_attributed,1.4628730,14628730,0.0001745,1745,0.0000000,0,1.4630475,14630475,0.000010013971,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
379,GB4C6XKHXZLFBQKL7IVUJMPQZ4BVIJNYS4QCFWGAH2WFDORINDCFHR2U,account,backstop_attributed,0.0000000,0,1.3035199,13035199,0.0000000,0,1.3035199,13035199,0.000008922069,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
380,GBTYAFHGNZSTE4VBWZYAGB3SRGJEPTI5I4Y22KZ4JTVAN56LESB6JZOF,account,direct,1.3032289,13032289,0.0000000,0,0.0000000,0,1.3032289,13032289,0.000008920077,0,,
381,GB7WJXIRR5MSEXVVZ265DJB4QJ45Q2QRTMIXJFXV7DN3IV5BY7XEQHTL,account,backstop_attributed,0.0000000,0,1.2678353,12678353,0.0000000,0,1.2678353,12678353,0.000008677822,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
